S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,Class
42,1,0,1,0,420,0,0,0,8,0,94,1,-1,0,0,no
27,7,2,1,0,96,0,0,0,8,0,31,1,-1,0,0,no
42,3,0,3,0,271,0,0,0,8,0,84,4,-1,0,0,no
29,6,2,1,0,1320,0,1,0,8,0,489,1,-1,0,0,no
38,3,0,3,0,54,0,0,0,8,0,180,1,-1,0,0,no
42,2,0,3,0,198,0,0,0,8,0,314,1,-1,0,0,no
35,8,0,3,0,1094,0,0,0,8,0,207,1,-1,0,0,no
41,0,0,0,0,141,0,1,0,8,0,146,3,-1,0,0,no
57,5,0,3,0,207,0,0,0,8,0,193,1,-1,0,0,no
36,3,0,1,0,-206,0,0,0,8,0,177,2,-1,0,0,no
56,0,2,0,0,177,0,0,0,8,0,1040,1,-1,0,0,no
33,3,2,3,0,176,0,0,0,8,0,622,1,-1,0,0,no
41,2,2,0,0,-413,0,0,0,8,0,170,2,-1,0,0,no
33,3,0,3,0,-81,0,0,0,8,0,267,1,-1,0,0,no
35,0,2,0,0,3837,0,0,0,8,0,1084,1,-1,0,0,no
43,0,0,0,0,870,0,1,0,8,0,528,1,-1,0,0,no
36,6,1,1,0,206,0,0,0,8,0,183,1,-1,0,0,no
37,1,0,1,0,316,0,0,0,8,0,238,1,-1,0,0,no
51,0,0,3,1,57,0,1,0,8,0,61,1,-1,0,0,no
28,10,2,3,0,1,0,0,0,8,0,923,1,-1,0,0,no
43,3,0,1,1,-7,1,0,0,8,0,70,1,-1,0,0,no
32,3,1,3,0,611,0,0,0,8,0,541,3,-1,0,0,no
36,2,1,1,0,157,0,0,0,8,0,41,1,-1,0,0,no
33,9,1,1,0,233,0,0,0,8,0,221,4,-1,0,0,no
39,6,0,1,0,419,0,1,0,8,0,35,1,-1,0,0,no
28,3,0,1,0,134,0,0,0,8,0,262,1,-1,0,0,no
26,1,1,1,0,2087,1,0,0,8,0,151,1,-1,0,0,no
40,1,0,0,0,103,0,0,0,8,0,135,2,-1,0,0,no
44,10,0,1,0,281,0,0,0,8,0,604,1,-1,0,0,no
34,0,0,0,0,133,0,0,0,8,0,65,1,-1,0,0,no
47,3,0,3,0,1865,0,0,0,8,0,380,3,-1,0,0,no
55,3,1,0,0,325,0,0,0,8,0,693,1,-1,0,0,no
48,3,2,3,0,-18,0,0,0,8,0,11,1,-1,0,0,no
36,3,1,3,0,49,0,0,0,8,0,405,1,-1,0,0,no
31,0,1,0,0,7444,0,1,0,8,0,20,1,-1,0,0,no
30,0,1,0,0,59,0,1,0,8,0,202,1,-1,0,0,no
46,3,0,3,0,45,0,0,0,8,0,235,1,-1,0,0,no
30,6,1,1,0,387,0,0,0,8,0,75,1,-1,0,0,no
32,3,1,1,0,5,0,1,0,8,0,134,1,-1,0,0,no
48,3,1,2,0,71,0,0,0,8,0,101,2,-1,0,0,no
48,6,1,1,0,96,0,0,0,8,0,255,1,-1,0,0,no
36,7,1,0,0,72,0,0,0,8,0,80,1,-1,0,0,no
41,6,1,1,0,1715,0,0,0,8,0,462,1,-1,0,0,no
49,6,1,3,0,181,0,0,0,8,0,161,3,-1,0,0,no
26,3,0,1,1,20,0,0,0,8,0,200,1,-1,0,0,no
38,0,0,1,0,65,0,0,0,8,0,56,1,-1,0,0,no
27,11,1,1,0,81,0,0,0,8,0,238,1,-1,0,0,no
51,5,0,1,0,226,0,1,0,8,0,418,1,-1,0,0,no
33,6,2,1,0,1128,0,0,0,8,0,139,2,-1,0,0,no
53,9,0,1,0,582,0,0,0,8,0,96,2,-1,0,0,no
36,1,0,1,0,5611,0,0,0,8,0,39,1,-1,0,0,no
48,1,2,1,0,177,0,0,0,8,0,471,1,-1,0,0,no
27,6,1,1,0,181,0,0,0,8,0,231,2,-1,0,0,no
42,1,0,1,0,0,0,0,0,8,0,66,2,-1,0,0,no
61,3,0,3,0,734,0,0,0,8,0,204,1,-1,0,0,no
31,8,0,0,0,322,0,0,0,8,0,159,1,-1,0,0,no
37,3,1,1,0,134,0,0,0,8,0,200,1,-1,0,0,no
34,2,0,0,0,10350,0,0,0,8,0,187,3,-1,0,0,no
55,1,0,2,0,84,0,0,0,8,0,166,1,-1,0,0,no
24,7,0,1,0,620,0,0,0,8,0,144,1,-1,0,0,no
41,1,0,2,0,254,0,0,0,8,0,690,1,-1,0,0,no
34,3,1,3,0,0,0,0,0,8,0,323,1,-1,0,0,no
29,3,0,1,0,5903,0,0,0,8,0,194,1,-1,0,0,no
42,3,1,3,0,134,0,1,0,8,0,82,1,-1,0,0,no
45,7,0,1,0,1381,0,0,0,8,0,269,1,-1,0,0,no
49,0,0,1,0,104,0,0,0,8,0,285,1,-1,0,0,no
26,3,1,3,0,318,0,0,0,8,0,101,1,-1,0,0,no
35,1,1,1,0,2151,0,0,0,8,0,294,1,-1,0,0,no
49,7,0,1,0,-8,0,0,0,8,0,1119,1,-1,0,0,no
44,3,0,3,0,185,0,0,0,8,0,249,1,-1,0,0,no
41,0,0,0,0,1773,1,0,0,8,0,106,1,-1,0,0,no
50,3,0,3,0,40,0,0,0,8,0,152,1,-1,0,0,no
58,5,0,0,0,44,0,0,0,8,0,12,2,-1,0,0,no
43,3,0,1,0,0,0,0,0,8,0,187,1,-1,0,0,no
34,0,0,0,0,0,0,0,0,8,0,214,2,-1,0,0,no
57,6,2,1,0,3058,0,0,0,8,0,268,1,-1,0,0,no
43,7,2,1,0,130,0,0,0,8,0,193,1,-1,0,0,no
38,7,0,1,0,507,0,0,0,8,0,95,1,-1,0,0,no
35,8,0,0,0,844,0,0,0,8,0,60,1,-1,0,0,no
49,6,0,3,0,458,0,0,0,8,0,381,1,-1,0,0,no
33,3,0,3,1,-744,0,0,0,8,0,206,1,-1,0,0,no
60,5,0,3,0,-2,0,0,0,8,0,75,1,-1,0,0,no
33,1,1,0,0,129,0,0,0,8,0,128,1,-1,0,0,no
33,7,2,1,0,411,0,0,0,8,0,216,1,-1,0,0,no
47,0,0,0,0,643,0,0,0,8,0,155,1,-1,0,0,no
37,1,1,2,0,391,0,0,0,8,0,103,3,-1,0,0,no
34,3,0,1,0,80,0,1,0,8,0,494,1,-1,0,0,no
32,1,1,1,0,10,0,0,0,8,0,107,1,-1,0,0,no
36,6,0,1,0,114,0,1,0,8,0,147,1,-1,0,0,no
40,3,1,1,0,1,0,0,0,8,0,190,1,-1,0,0,no
57,0,0,0,0,1341,0,0,0,8,0,339,2,-1,0,0,no
48,3,0,3,0,4,0,0,0,8,0,198,1,-1,0,0,no
26,3,0,1,0,2770,0,0,0,8,0,141,1,-1,0,0,no
30,0,1,0,0,5956,0,0,0,8,0,255,1,-1,0,0,no
41,6,0,1,0,55,0,0,0,8,0,1120,2,-1,0,0,no
30,8,0,1,0,131,0,0,0,8,0,306,1,-1,0,0,no
35,0,0,0,0,1942,0,0,0,8,0,249,1,-1,0,0,no
36,2,0,2,0,298,0,0,0,8,0,215,1,-1,0,0,no
52,1,0,1,0,291,1,0,0,8,0,143,1,-1,0,0,no
45,3,0,3,0,85,0,0,0,8,0,162,1,-1,0,0,no
35,0,1,0,0,797,0,0,0,8,0,81,1,-1,0,0,no
46,3,1,1,0,152,0,0,0,8,0,33,4,-1,0,0,no
39,3,0,3,0,481,0,0,0,8,0,204,1,-1,0,0,no
38,0,0,0,0,66,0,0,0,8,0,124,1,-1,0,0,no
38,3,0,1,0,4586,0,0,0,8,0,784,1,-1,0,0,no
31,1,1,0,0,1798,0,0,0,8,0,393,1,-1,0,0,no
39,0,1,0,0,220,0,0,0,8,0,87,2,-1,0,0,no
32,3,0,1,0,715,0,0,0,8,0,108,2,-1,0,0,no
32,7,0,1,0,442,0,0,0,8,0,207,1,-1,0,0,no
26,11,1,1,0,85,0,0,0,8,0,278,2,-1,0,0,no
35,1,0,1,0,319,0,0,0,8,0,74,1,-1,0,0,no
26,3,1,1,0,-29,0,0,0,8,0,196,1,-1,0,0,no
33,6,1,1,0,303,1,0,0,8,0,149,1,-1,0,0,no
41,4,1,3,0,2398,0,0,0,8,0,287,2,-1,0,0,no
30,2,0,1,0,31,1,0,0,8,0,229,1,-1,0,0,no
36,1,1,1,0,1832,0,0,0,8,0,154,1,-1,0,0,no
46,7,0,1,0,2019,0,0,0,8,0,357,1,-1,0,0,no
30,3,0,3,0,3,0,0,0,8,0,147,1,-1,0,0,no
46,7,0,1,0,397,1,0,0,8,0,93,1,-1,0,0,no
38,1,0,0,0,1161,0,0,0,8,0,665,1,-1,0,0,no
24,1,1,0,0,777,0,0,0,8,0,131,1,-1,0,0,no
41,0,2,0,0,47,0,0,0,8,0,160,1,-1,0,0,no
28,1,0,3,0,-58,0,0,0,8,0,74,1,-1,0,0,no
55,9,1,0,0,1513,0,0,0,8,0,60,1,-1,0,0,no
40,0,0,0,0,121,1,0,0,8,0,82,1,-1,0,0,no
38,0,2,0,0,904,0,0,0,8,0,475,1,-1,0,0,no
40,1,0,1,0,697,0,0,0,8,0,111,1,-1,0,0,no
54,7,0,1,0,841,0,0,0,8,0,284,4,-1,0,0,no
49,10,0,1,0,7317,0,0,0,8,0,140,1,-1,0,0,no
44,3,0,1,0,-95,0,0,0,8,0,110,1,-1,0,0,no
32,0,1,0,0,751,0,0,0,8,0,64,1,-1,0,0,no
36,3,0,3,0,250,0,0,0,8,0,149,1,-1,0,0,no
35,1,1,1,0,365,0,0,0,8,0,256,2,-1,0,0,no
31,0,1,0,0,1315,0,0,0,8,0,156,1,-1,0,0,no
34,1,0,1,0,65,0,0,0,8,0,63,3,-1,0,0,no
36,0,0,0,0,1852,1,0,0,8,0,362,1,-1,0,0,no
44,6,1,1,0,-84,0,0,0,8,0,32,3,-1,0,0,no
44,3,1,1,0,36,0,0,0,8,0,712,1,-1,0,0,no
51,3,0,2,0,125,0,0,0,8,0,102,2,-1,0,0,no
36,3,0,1,0,0,1,0,0,8,0,338,2,-1,0,0,no
37,3,0,1,0,105,0,0,0,8,0,69,2,-1,0,0,no
31,7,0,1,0,432,0,0,0,8,0,446,1,-1,0,0,no
42,3,0,3,0,555,0,0,0,8,0,249,2,-1,0,0,no
55,2,0,3,0,-24,0,0,0,8,0,176,1,-1,0,0,no
57,0,0,0,0,2261,0,0,0,8,0,1007,1,-1,0,0,no
33,7,0,1,0,804,0,1,0,8,0,266,1,-1,0,0,no
44,3,0,1,1,-617,0,0,0,8,0,172,1,-1,0,0,no
30,1,0,1,0,-1,0,0,0,8,0,323,1,-1,0,0,no
37,7,0,1,0,237,0,0,0,8,0,175,1,-1,0,0,no
32,6,0,1,0,514,0,0,0,8,0,459,1,-1,0,0,no
33,3,0,1,0,1988,0,0,0,8,0,211,2,-1,0,0,no
31,1,1,0,0,491,0,0,0,8,0,237,1,-1,0,0,no
46,1,0,0,0,675,0,0,0,8,0,50,1,-1,0,0,no
34,3,1,1,0,177,0,0,0,8,0,500,1,-1,0,0,no
51,6,2,1,0,340,0,0,0,8,0,186,1,-1,0,0,no
49,1,0,3,0,230,0,0,0,8,0,96,1,-1,0,0,no
52,0,1,0,1,0,1,0,0,8,0,98,1,-1,0,0,no
43,1,0,0,0,2331,0,0,0,8,0,364,4,-1,0,0,no
35,3,2,1,0,0,0,0,0,8,0,477,1,-1,0,0,no
27,11,1,1,0,217,0,0,0,8,0,319,1,-1,0,0,no
43,3,0,3,0,186,0,0,0,8,0,178,1,-1,0,0,no
49,6,2,1,0,168,0,1,0,8,0,513,1,-1,0,0,no
50,7,2,1,0,145,0,0,0,8,0,170,1,-1,0,0,no
33,6,2,1,0,140,0,0,0,8,0,139,1,-1,0,0,no
49,7,0,1,0,-22,0,0,0,8,0,70,1,-1,0,0,no
50,1,0,1,0,389,0,0,0,8,0,110,1,-1,0,0,no
42,6,0,1,0,323,0,1,0,8,0,280,2,-1,0,0,no
28,7,0,1,0,6,0,0,0,8,0,667,1,-1,0,0,no
41,1,0,1,0,225,0,1,0,8,0,63,2,-1,0,0,no
34,7,0,1,0,142,0,0,0,8,0,159,4,-1,0,0,no
58,3,0,3,0,5,1,0,0,8,0,177,2,-1,0,0,no
46,3,0,3,0,174,0,1,0,8,0,108,3,-1,0,0,no
46,3,0,3,0,-768,0,0,0,8,0,194,3,-1,0,0,no
42,3,0,1,0,30,1,0,0,8,0,366,2,-1,0,0,no
40,3,0,3,0,968,0,1,0,8,0,213,1,-1,0,0,no
42,3,2,1,0,47,0,1,0,8,0,141,1,-1,0,0,no
33,2,0,1,0,0,0,1,0,8,0,982,1,-1,0,0,no
27,7,0,3,0,91,0,0,0,8,0,168,2,-1,0,0,no
43,3,0,3,0,-77,0,0,0,8,0,468,1,-1,0,0,no
28,3,0,2,0,486,0,0,0,8,0,180,1,-1,0,0,no
34,3,1,1,0,341,0,0,0,8,0,195,1,-1,0,0,no
37,7,0,1,0,50,0,0,0,8,0,352,3,-1,0,0,no
41,7,0,1,0,205,0,0,0,8,0,91,1,-1,0,0,no
39,6,1,1,0,762,0,0,0,8,0,288,1,-1,0,0,no
37,1,1,0,0,31,0,0,0,8,0,72,1,-1,0,0,no
41,9,0,3,1,-581,0,0,0,8,0,218,2,-1,0,0,no
36,7,1,1,0,-45,0,0,0,8,0,289,1,-1,0,0,no
51,3,0,3,0,0,1,0,0,8,0,384,1,-1,0,0,no
28,8,0,0,0,120,0,1,0,8,0,130,3,-1,0,0,no
31,3,0,1,0,335,0,0,0,8,0,226,1,-1,0,0,no
33,7,0,1,0,-232,0,0,0,8,0,208,1,-1,0,0,no
28,6,2,1,0,785,0,0,0,8,0,442,2,-1,0,0,no
31,7,0,1,0,28,0,0,0,8,0,101,1,-1,0,0,no
43,0,1,0,0,2067,0,0,0,8,0,756,1,-1,0,0,no
48,3,0,3,0,448,0,0,0,8,0,189,1,-1,0,0,no
26,11,1,0,0,37,0,0,0,8,0,108,1,-1,0,0,no
34,1,1,0,0,301,0,0,0,8,0,205,1,-1,0,0,no
38,3,0,3,0,668,1,0,0,8,0,238,1,-1,0,0,no
51,6,2,1,0,115,0,1,0,8,0,136,1,-1,0,0,no
49,6,1,1,0,275,1,0,0,8,0,14,1,-1,0,0,no
60,5,0,3,0,414,1,0,0,8,0,395,1,-1,0,0,no
32,0,1,0,0,3,0,0,0,8,0,161,1,-1,0,0,no
36,6,2,1,0,496,1,0,0,8,0,269,3,-1,0,0,no
28,0,1,0,0,150,0,0,0,8,0,491,1,-1,0,0,no
34,0,1,0,0,163,1,0,0,8,0,44,1,-1,0,0,no
40,6,1,1,0,1322,0,0,0,8,0,26,1,-1,0,0,no
33,10,0,3,0,1713,0,0,0,8,0,22,1,-1,0,0,no
37,6,0,3,0,242,0,0,0,8,0,161,8,-1,0,0,no
40,0,0,0,0,-29,1,0,0,8,0,406,2,-1,0,0,no
59,5,2,0,0,381,0,0,0,8,0,422,4,-1,0,0,no
39,3,1,1,0,82,0,0,0,8,0,147,5,-1,0,0,no
28,0,1,0,0,21,0,0,0,8,0,219,3,-1,0,0,no
30,7,0,1,0,1801,0,0,0,8,0,807,2,-1,0,0,no
40,3,0,3,0,640,0,1,0,8,0,347,2,-1,0,0,no
28,3,0,3,0,113,0,0,0,8,0,534,2,-1,0,0,no
39,3,0,1,0,1042,0,0,0,8,0,58,2,-1,0,0,no
44,7,2,1,0,240,0,0,0,8,0,155,2,-1,0,0,no
39,7,1,1,0,-244,0,0,0,8,0,152,2,-1,0,0,no
30,3,0,3,0,70,0,1,0,8,0,461,3,-1,0,0,no
35,3,0,1,0,-339,0,0,0,8,0,389,2,-1,0,0,no
31,0,0,0,0,59,0,0,0,8,0,314,3,-1,0,0,no
47,0,0,3,0,1222,0,0,0,8,0,28,3,-1,0,0,no
26,11,1,2,0,-41,0,0,0,8,0,229,2,-1,0,0,no
25,3,1,1,0,0,0,0,0,8,0,30,2,-1,0,0,no
42,0,0,0,0,6,0,0,0,8,0,103,4,-1,0,0,no
30,3,0,3,0,4,0,0,0,8,0,32,2,-1,0,0,no
28,7,0,1,0,20,0,1,0,8,0,252,2,-1,0,0,no
46,6,2,0,0,846,0,0,0,8,0,369,2,-1,0,0,no
43,3,2,1,0,338,0,0,0,8,0,116,1,-1,0,0,no
38,1,0,2,0,90,0,1,0,8,0,20,2,-1,0,0,no
31,3,0,3,0,406,0,0,0,8,0,31,1,-1,0,0,no
29,7,1,1,0,2,1,0,0,8,0,190,1,-1,0,0,no
34,7,0,1,0,2211,1,0,0,8,0,149,1,-1,0,0,no
40,3,0,3,0,87,0,0,0,8,0,210,1,-1,0,0,no
30,1,1,0,0,178,0,0,0,8,0,234,1,-1,0,0,no
44,1,0,2,0,185,0,1,0,8,0,63,1,-1,0,0,no
38,3,0,1,0,-210,0,0,0,8,0,21,1,-1,0,0,no
43,0,2,0,0,388,0,0,0,8,0,2087,2,-1,0,0,no
32,3,0,1,0,1,0,0,0,8,0,102,1,-1,0,0,no
33,0,0,1,1,879,0,0,0,8,0,245,1,-1,0,0,no
32,3,0,1,0,214,0,0,0,8,0,190,1,-1,0,0,no
40,1,0,2,0,698,0,0,0,8,0,223,2,-1,0,0,no
34,0,0,0,0,1601,0,0,0,8,0,650,2,-1,0,0,no
30,3,0,1,0,717,0,0,0,8,0,42,1,-1,0,0,no
53,3,2,3,0,255,0,0,0,8,0,206,2,-1,0,0,no
39,0,1,0,0,375,0,0,0,8,0,66,2,-1,0,0,no
46,3,0,3,0,587,0,0,0,8,0,173,2,-1,0,0,no
32,0,0,0,0,644,0,1,0,8,0,477,2,-1,0,0,no
60,1,0,2,0,0,0,0,0,8,0,77,1,-1,0,0,no
40,0,1,0,0,-275,0,0,0,8,0,219,2,-1,0,0,no
47,3,0,1,0,116,0,0,0,8,0,376,2,-1,0,0,no
25,2,0,0,0,37,0,1,0,8,0,453,2,-1,0,0,no
44,3,0,3,0,753,0,0,0,8,0,151,2,-1,0,0,no
38,3,1,3,0,162,0,0,0,8,0,200,2,-1,0,0,no
45,6,2,1,0,984,0,0,0,8,0,298,5,-1,0,0,no
34,3,0,1,0,199,0,0,0,8,0,627,3,-1,0,0,no
36,7,2,1,0,241,0,0,0,8,0,133,1,-1,0,0,no
30,3,1,1,0,648,0,1,0,8,0,287,1,-1,0,0,no
35,3,1,1,0,907,0,1,0,8,0,242,1,-1,0,0,no
39,9,2,1,0,6322,1,0,0,8,0,184,1,-1,0,0,no
46,3,0,1,0,125,0,1,0,8,0,119,2,-1,0,0,no
36,8,0,3,0,90,0,0,0,8,0,403,2,-1,0,0,no
22,1,1,1,0,54,0,1,0,8,0,626,6,-1,0,0,no
26,3,1,1,0,-132,1,0,0,8,0,12,1,-1,0,0,no
48,6,2,1,0,267,1,0,0,8,0,266,1,-1,0,0,no
32,3,0,3,0,289,0,0,0,8,0,23,4,-1,0,0,no
58,8,2,1,0,613,0,0,0,8,0,154,2,-1,0,0,no
57,2,0,2,0,618,0,0,0,8,0,10,7,-1,0,0,no
53,0,0,0,0,1786,0,0,0,8,0,66,2,-1,0,0,no
29,0,2,0,0,607,0,1,0,8,0,240,3,-1,0,0,no
34,7,0,1,0,586,0,1,0,8,0,224,2,-1,0,0,no
32,7,1,1,0,459,0,0,0,8,0,202,2,-1,0,0,no
55,2,0,3,0,298,0,0,0,8,0,144,3,-1,0,0,no
50,3,2,3,0,134,1,0,0,8,0,263,2,-1,0,0,no
43,3,0,3,0,34,0,0,0,8,0,543,3,-1,0,0,no
44,7,1,1,0,1378,0,0,0,8,0,257,2,-1,0,0,no
27,3,0,0,0,417,0,1,0,8,0,237,2,-1,0,0,no
35,3,0,1,0,25,0,0,0,8,0,23,5,-1,0,0,no
45,7,0,1,0,22,0,0,0,8,0,209,3,-1,0,0,no
35,3,1,3,0,398,0,0,0,8,0,34,1,-1,0,0,no
49,3,1,3,0,1164,0,0,0,8,0,72,1,-1,0,0,no
34,0,0,1,0,487,0,0,0,8,0,442,2,-1,0,0,no
46,6,0,1,0,1069,0,0,0,8,0,45,2,-1,0,0,no
43,3,0,3,0,-192,0,0,0,8,0,1120,2,-1,0,0,no
42,5,0,3,0,0,0,0,0,8,0,186,2,-1,0,0,no
55,3,0,3,0,332,0,0,0,8,0,318,2,-1,0,0,no
37,3,0,1,0,121,0,0,0,8,0,617,2,-1,0,0,no
31,3,0,3,0,68,0,0,0,8,0,226,1,-1,0,0,no
57,3,2,3,0,-176,0,0,0,8,0,275,1,-1,0,0,no
33,3,0,1,0,527,0,1,0,8,0,81,2,-1,0,0,no
43,7,1,2,0,193,0,0,0,8,0,74,7,-1,0,0,no
60,3,2,3,0,7601,0,0,0,8,0,285,1,-1,0,0,no
51,0,0,0,0,751,1,0,0,8,0,261,5,-1,0,0,no
38,3,1,2,0,495,0,0,0,8,0,297,1,-1,0,0,no
37,1,1,1,0,670,0,0,0,8,0,78,3,-1,0,0,no
41,3,1,1,0,363,0,0,0,8,0,183,3,-1,0,0,no
42,3,0,1,0,376,0,0,0,8,0,15,1,-1,0,0,no
41,0,2,0,0,292,0,0,0,8,0,352,2,-1,0,0,no
33,1,0,2,0,0,1,0,0,8,0,345,2,-1,0,0,no
32,6,1,1,0,184,0,0,0,8,0,230,4,-1,0,0,no
30,7,0,1,0,80,0,0,0,8,0,185,2,-1,0,0,no
43,1,0,1,0,1824,0,0,0,8,0,296,1,-1,0,0,no
30,3,0,1,0,2850,1,0,0,8,0,181,2,-1,0,0,no
37,3,2,1,0,48,0,0,0,8,0,133,2,-1,0,0,no
34,0,0,0,0,76,1,0,0,8,0,335,9,-1,0,0,no
32,9,1,0,0,336,0,0,0,8,0,139,1,-1,0,0,no
42,1,0,1,0,0,1,1,0,8,0,7,3,-1,0,0,no
35,1,1,1,0,433,0,0,0,8,0,163,2,-1,0,0,no
34,3,0,1,0,103,0,1,0,8,0,956,2,-1,0,0,no
50,3,0,3,0,1164,0,0,0,8,0,166,2,-1,0,0,no
34,3,0,1,0,129,0,0,0,8,0,71,2,-1,0,0,no
38,7,2,1,0,5873,1,0,0,8,0,191,2,-1,0,0,no
28,3,0,1,0,0,0,0,0,8,0,459,2,-1,0,0,no
55,3,0,3,0,82,0,0,0,8,0,292,2,-1,0,0,no
38,3,0,3,0,362,0,0,0,8,0,100,5,-1,0,0,no
31,3,0,1,0,186,0,0,0,8,0,257,3,-1,0,0,no
57,6,0,1,0,1216,0,0,0,8,0,255,6,-1,0,0,no
50,0,2,0,0,704,0,0,0,8,0,233,2,-1,0,0,no
47,3,0,3,0,205,0,0,0,8,0,128,2,-1,0,0,no
39,3,0,3,0,830,0,0,0,8,0,246,2,-1,0,0,no
34,7,0,1,0,-315,0,0,0,8,0,56,2,-1,0,0,no
41,1,0,1,0,64,0,1,0,8,0,210,2,-1,0,0,no
59,2,0,0,0,-820,1,0,0,8,0,43,2,-1,0,0,no
35,8,1,0,0,538,0,1,0,8,0,21,9,-1,0,0,no
31,1,1,0,0,948,0,0,0,8,0,91,2,-1,0,0,no
55,0,0,0,0,1288,0,0,0,8,0,67,2,-1,0,0,no
36,3,0,2,0,70,0,0,0,8,0,219,4,-1,0,0,no
41,0,0,0,0,393,0,0,0,8,0,110,2,-1,0,0,no
44,1,1,1,0,365,0,0,0,8,0,169,2,-1,0,0,no
40,3,1,1,0,879,0,1,0,8,0,248,3,-1,0,0,no
32,3,0,1,0,491,0,0,0,8,0,223,2,-1,0,0,no
38,0,1,0,0,0,0,0,0,8,0,92,3,-1,0,0,no
27,11,1,1,0,0,1,0,0,8,0,93,2,-1,0,0,no
33,9,0,1,0,229,0,0,0,8,0,205,4,-1,0,0,no
37,7,0,1,0,22,0,1,0,8,0,160,1,-1,0,0,no
40,0,0,0,0,570,0,0,0,8,0,105,2,-1,0,0,no
33,3,1,1,0,56,0,0,0,8,0,112,2,-1,0,0,no
40,6,1,1,0,118,0,0,0,8,0,383,3,-1,0,0,no
27,3,0,1,0,106,0,0,0,8,0,207,2,-1,0,0,no
42,0,1,0,0,1768,0,0,0,8,0,193,2,-1,0,0,no
41,3,0,1,0,213,0,0,0,8,0,10,2,-1,0,0,no
37,9,1,1,0,381,0,0,0,8,0,985,2,-1,0,0,no
38,9,0,3,0,1147,0,1,0,8,0,249,5,-1,0,0,no
44,3,0,1,0,373,0,0,0,8,0,122,2,-1,0,0,no
31,3,0,3,0,50,0,0,0,8,0,300,2,-1,0,0,no
34,3,0,1,0,67,0,1,0,8,0,672,3,-1,0,0,no
46,3,0,3,0,0,0,1,0,8,0,390,3,-1,0,0,no
33,6,0,1,0,61,0,1,0,8,0,116,2,-1,0,0,no
36,3,0,1,0,504,0,0,0,8,0,481,2,-1,0,0,no
32,9,1,1,0,177,0,0,0,8,0,21,3,-1,0,0,no
27,1,1,1,0,584,0,0,0,8,0,192,2,-1,0,0,no
31,7,0,3,0,-732,0,0,0,8,0,6,2,-1,0,0,no
41,0,1,0,0,572,0,0,0,8,0,8,2,-1,0,0,no
35,3,0,3,0,105,0,0,0,8,0,369,2,-1,0,0,no
50,1,1,0,0,0,0,0,0,8,0,393,2,-1,0,0,no
33,1,0,1,0,832,0,1,0,8,0,246,3,-1,0,0,no
48,3,0,3,0,2642,0,0,0,8,0,330,3,-1,0,0,no
36,1,0,1,0,195,0,0,0,8,0,380,2,-1,0,0,no
29,10,1,1,0,718,0,0,0,8,0,91,3,-1,0,0,no
34,0,0,0,0,336,0,1,0,8,0,84,2,-1,0,0,no
39,3,0,3,0,332,0,0,0,8,0,277,3,-1,0,0,no
32,0,2,0,0,1,0,0,0,8,0,399,4,-1,0,0,no
59,5,2,3,0,-138,0,1,0,8,0,89,4,-1,0,0,no
50,3,0,3,0,749,1,0,0,8,0,297,2,-1,0,0,no
37,6,0,1,0,14,0,0,0,8,0,176,2,-1,0,0,no
33,9,1,1,0,177,1,0,0,8,0,75,4,-1,0,0,no
52,3,0,1,0,557,1,0,0,8,0,111,3,-1,0,0,no
43,3,0,3,0,126,0,0,0,8,0,170,2,-1,0,0,no
53,3,0,1,0,359,1,1,0,8,0,238,8,-1,0,0,no
37,3,0,3,0,496,0,0,0,8,0,137,2,-1,0,0,no
50,7,1,1,0,72,1,0,0,8,0,141,2,-1,0,0,no
53,3,0,1,0,175,0,0,0,8,0,49,4,-1,0,0,no
47,3,0,3,0,430,1,0,0,8,0,89,8,-1,0,0,no
48,1,2,0,0,574,0,0,0,8,0,341,2,-1,0,0,no
35,1,2,1,0,69,0,0,0,8,0,461,3,-1,0,0,no
42,8,0,1,0,106,0,0,0,8,0,515,3,-1,0,0,no
43,0,2,0,0,0,0,0,0,8,0,123,2,-1,0,0,no
40,7,1,1,0,23,0,0,0,8,0,179,5,-1,0,0,no
36,7,0,1,0,42,0,0,0,8,0,102,4,-1,0,0,no
39,0,0,0,0,429,0,0,0,8,0,272,4,-1,0,0,no
32,3,2,3,0,88,0,0,0,8,0,17,3,-1,0,0,no
44,0,2,0,0,3932,0,0,0,8,0,40,2,-1,0,0,no
43,1,2,1,0,177,0,0,0,8,0,209,3,-1,0,0,no
53,8,0,1,0,468,0,0,0,8,0,89,5,-1,0,0,no
41,7,0,1,0,639,0,0,0,8,0,1187,2,-1,0,0,no
53,0,0,0,0,2124,0,0,0,8,0,123,2,-1,0,0,no
31,9,0,3,0,309,0,0,0,8,0,104,3,-1,0,0,no
51,3,0,3,0,202,0,0,0,8,0,200,2,-1,0,0,no
32,3,0,1,0,20,0,1,0,8,0,117,3,-1,0,0,no
52,3,0,1,0,-17,0,0,0,8,0,37,3,-1,0,0,no
41,0,0,3,0,-417,0,0,0,8,0,51,3,-1,0,0,no
30,0,1,0,0,528,0,0,0,8,0,145,4,-1,0,0,no
32,0,1,0,0,394,0,0,0,8,0,466,2,-1,0,0,no
31,3,0,3,0,856,0,0,0,8,0,303,3,-1,0,0,no
38,3,0,1,0,468,0,0,0,8,0,101,2,-1,0,0,no
